                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                   1.97,                 1.4443,                 1.0579,                0.20493,                0.18728,                0.12008,                0.03976,                 2.4889,                 2.4387,                 1.2995,              0.0007063,              0.0007063,              0.0007063
                     91,                 1.9843,                 1.4394,                 1.0705,                 0.1718,                0.17256,                 0.1106,                0.03674,                 2.5141,                 2.4689,                  1.294,               0.000703,               0.000703,               0.000703
                     92,                 1.9583,                 1.4231,                 1.0624,                0.16154,                0.20353,                0.11348,                0.03588,                 2.5361,                 2.4571,                 1.3316,              0.0006997,              0.0006997,              0.0006997
                     93,                 1.9392,                 1.3947,                 1.0616,                0.20765,                0.20186,                 0.1205,                0.03904,                 2.5158,                 2.4363,                 1.3066,              0.0006964,              0.0006964,              0.0006964
                     94,                 1.9597,                 1.3888,                 1.0654,                 0.1627,                0.21495,                 0.1192,                0.03906,                 2.5292,                 2.5372,                 1.3001,              0.0006931,              0.0006931,              0.0006931
                     95,                 1.9573,                 1.3786,                   1.07,                0.19028,                0.23228,                0.11961,                 0.0387,                 2.5284,                 2.5377,                  1.303,              0.0006898,              0.0006898,              0.0006898
                     96,                 1.9619,                 1.4264,                  1.062,                0.17254,                0.23317,                0.12513,                0.03907,                 2.5315,                 2.3008,                 1.3183,              0.0006865,              0.0006865,              0.0006865
                     97,                 1.9482,                 1.4075,                 1.0724,                0.19883,                0.17614,                  0.122,                0.03708,                  2.614,                 2.4319,                 1.3318,              0.0006832,              0.0006832,              0.0006832
                     98,                 1.9581,                 1.4396,                 1.0565,                0.17187,                 0.2146,                0.11822,                0.03746,                 2.5263,                 2.4323,                 1.2907,              0.0006799,              0.0006799,              0.0006799
                     99,                 1.9394,                 1.3732,                 1.0541,                0.24153,                0.13571,                0.11281,                0.03597,                 2.5542,                 2.4397,                 1.3349,              0.0006766,              0.0006766,              0.0006766
                    100,                 1.9405,                 1.3778,                 1.0542,                0.17072,                0.22152,                0.12694,                0.04043,                 2.4865,                 2.4101,                 1.2922,              0.0006733,              0.0006733,              0.0006733
                    101,                 1.8933,                 1.3581,                   1.05,                0.17176,                0.15939,                0.11855,                0.03922,                 2.5147,                 2.5077,                 1.3023,                0.00067,                0.00067,                0.00067
                    102,                 1.9538,                 1.3749,                 1.0568,                0.16791,                 0.2115,                0.13329,                0.04296,                 2.5316,                 2.4066,                 1.2999,              0.0006667,              0.0006667,              0.0006667
                    103,                 1.9144,                 1.3382,                 1.0499,                0.18981,                0.17996,                0.11402,                0.03702,                 2.5358,                 2.4654,                  1.322,              0.0006634,              0.0006634,              0.0006634
                    104,                 1.9181,                 1.3408,                 1.0582,                0.22887,                0.18624,                0.12474,                0.03799,                 2.5604,                 2.4803,                 1.3157,              0.0006601,              0.0006601,              0.0006601
                    105,                 1.8897,                 1.3369,                  1.042,                 0.1502,                 0.1959,                 0.1166,                 0.0369,                 2.5608,                 2.4883,                 1.3136,              0.0006568,              0.0006568,              0.0006568
                    106,                 1.9152,                 1.3187,                  1.041,                0.16916,                0.21968,                 0.1188,                0.03725,                 2.5791,                 2.4643,                 1.3269,              0.0006535,              0.0006535,              0.0006535
                    107,                 1.9421,                 1.3435,                  1.059,                 0.1707,                0.19723,                0.11374,                0.03428,                 2.5886,                 2.4291,                  1.331,              0.0006502,              0.0006502,              0.0006502
                    108,                 1.9194,                 1.3236,                 1.0556,                0.18492,                 0.2136,                0.11585,                0.03705,                 2.5048,                 2.6548,                 1.3005,              0.0006469,              0.0006469,              0.0006469
